,Open,High,Low,Close,Volume,Timestamp
1133,0.067998,0.068163,0.066101,0.067079,75865.3395,1635033600
1134,0.067081,0.067245,0.065269,0.066897,83641.3418,1635120000
1135,0.066903,0.069397,0.066758,0.068492,83186.8394,1635206400
1136,0.068489,0.070403,0.066958,0.067146,135467.0094,1635292800
1137,0.067147,0.071385,0.067,0.070775,123451.3312,1635379200
1138,0.070775,0.0718,0.070192,0.070991,98101.7226,1635465600
1139,0.070991,0.071102,0.069388,0.069861,55770.9478,1635552000
1140,0.069864,0.071243,0.069128,0.069937,86526.1474,1635638400
1141,0.069941,0.0714,0.069133,0.070922,77138.3578,1635724800
1142,0.070922,0.07308,0.069985,0.072588,88592.2776,1635811200
1143,0.0726,0.075,0.072216,0.073189,90565.7686,1635897600
1144,0.073184,0.073974,0.072605,0.073825,68503.67,1635984000
1145,0.073822,0.073855,0.072814,0.073411,57377.9832,1636070400
1146,0.073411,0.073763,0.072,0.073481,54202.1044,1636156800
1147,0.073495,0.07477,0.072884,0.072899,55666.6247,1636243200
1148,0.072899,0.072925,0.070898,0.071197,104306.8688,1636329600
1149,0.071198,0.071807,0.070228,0.070691,78573.6839,1636416000
1150,0.070691,0.071768,0.0701,0.071356,95871.9641,1636502400
1151,0.071349,0.073445,0.07108,0.072847,73381.0906,1636588800
1152,0.072848,0.07371,0.07151,0.072763,73285.1001,1636675200
1153,0.072765,0.073073,0.072,0.072131,39237.2716,1636761600
1154,0.072131,0.072136,0.070527,0.070615,57778.901,1636848000
1155,0.070615,0.0726,0.07036,0.071741,70542.28,1636934400
1156,0.071741,0.07194,0.069553,0.070067,96158.6391,1637020800
1157,0.070072,0.071163,0.0694,0.071067,88413.3229,1637107200
1158,0.071072,0.071628,0.069691,0.070247,91722.359,1637193600
1159,0.070254,0.074326,0.070043,0.073974,100332.0346,1637280000
1160,0.073976,0.074418,0.073,0.073905,65416.2168,1637366400
1161,0.073897,0.074214,0.072502,0.072659,52204.4002,1637452800
1162,0.072651,0.0735,0.072195,0.072637,70414.0119,1637539200
1163,0.072638,0.076,0.0724,0.075413,96041.7717,1637625600
1164,0.07541,0.075997,0.074021,0.074728,67903.6959,1637712000
1165,0.074727,0.07684,0.074167,0.076734,92320.997,1637798400
1166,0.076739,0.076999,0.073112,0.075222,103087.0415,1637884800
1167,0.075231,0.076014,0.074632,0.074831,45287.9932,1637971200
1168,0.074832,0.075757,0.074092,0.074985,55124.7674,1638057600
1169,0.074985,0.076976,0.074905,0.076924,68074.4042,1638144000
1170,0.076924,0.081477,0.07685,0.081298,130276.7769,1638230400
1171,0.081298,0.08352,0.079619,0.080151,109123.651,1638316800
1172,0.080146,0.08089,0.078755,0.079887,79247.6828,1638403200
1173,0.079887,0.081054,0.077386,0.078659,90424.7252,1638489600
1174,0.07866,0.0845,0.07785,0.083763,197179.2333,1638576000
1175,0.083763,0.085742,0.083538,0.084954,89530.0626,1638662400
1176,0.084962,0.08733,0.08275,0.086181,92936.6963,1638748800
1177,0.086188,0.086345,0.084252,0.085111,60107.0512,1638835200
1178,0.085114,0.088,0.085024,0.08791,77906.8145,1638921600
1179,0.087911,0.088366,0.085968,0.086359,69824.0018,1639008000
1180,0.086361,0.086604,0.082481,0.082691,98183.9646,1639094400
1181,0.082696,0.08373,0.08152,0.082806,56626.8557,1639180800
1182,0.082806,0.082855,0.081,0.082498,59607.5209,1639267200
1183,0.082506,0.082562,0.079949,0.08098,84163.9532,1639353600
1184,0.08098,0.081536,0.079344,0.079828,87949.1705,1639440000
1185,0.079829,0.083225,0.078305,0.082259,96862.6812,1639526400
1186,0.082249,0.084865,0.081984,0.083081,92316.9238,1639612800
1187,0.083093,0.0841,0.080447,0.084013,96588.4562,1639699200
1188,0.084013,0.085152,0.082715,0.084551,62209.4049,1639785600
1189,0.08455,0.08467,0.082576,0.084054,48302.7562,1639872000
1190,0.084058,0.084606,0.082,0.084076,62630.9652,1639958400
1191,0.084078,0.084764,0.081712,0.082121,59323.3047,1640044800
1192,0.082123,0.08289,0.081165,0.08189,48387.1021,1640131200
1193,0.0819,0.082367,0.080586,0.080897,67462.4409,1640217600
1194,0.080897,0.081013,0.079364,0.079613,45872.9549,1640304000
1195,0.079613,0.081522,0.0793,0.081235,42425.8466,1640390400
1196,0.081239,0.081585,0.079776,0.080029,33217.9397,1640476800
1197,0.080037,0.080332,0.079205,0.079633,44821.6593,1640563200
1198,0.079632,0.080474,0.079014,0.07977,58407.796,1640649600
1199,0.079768,0.080018,0.0781,0.078125,71447.6515,1640736000
1200,0.078128,0.079254,0.07795,0.078722,46404.2558,1640822400
1201,0.078717,0.079815,0.078386,0.079552,53146.6048,1640908800
1202,0.079544,0.079886,0.07852,0.078911,35297.4989,1640995200
1203,0.078911,0.081222,0.078904,0.080962,45197.0165,1641081600
1204,0.080963,0.081477,0.080358,0.081069,53563.5607,1641168000
1205,0.08107,0.08292,0.08074,0.082585,60023.6114,1641254400
1206,0.082589,0.082591,0.080234,0.081486,63735.7787,1641340800
1207,0.081459,0.081462,0.077653,0.079072,88616.1561,1641427200
1208,0.079072,0.079192,0.07538,0.076943,101902.1115,1641513600
1209,0.07695,0.077093,0.07347,0.073922,68497.7347,1641600000
1210,0.073923,0.075555,0.07375,0.075293,58572.3557,1641686400
1211,0.075287,0.075548,0.0729,0.07371,74183.035,1641772800
